id,name,type,club,youth,debut,nation,peakvalue,league
bsc10,Jean Paul Boetius,1,bsc,feye,feye,GER,3,-999
bsc14,Dodi Lukebakio,1,bsc,and,and,GER,7,-999
bsc16,Jonjoe Kenny,1,bsc,eve,eve,GER,5,-999
bsc17,Maximilian Mittelstaedt,1,bsc,bscj,bsc,GER,5,-999
bsc18,Wilfried Kanga,1,bsc,psg,asco,GER,2,-999
bsc19,Stefan Jovetic,1,bsc,part,part,GER,8,-999
bsc2,Peter Pekarik,1,bsc,dubn,dubn,GER,2,-999
bsc20,Marc Oliver Kempf,1,bsc,sgej,sge,GER,4,-999
bsc21,Marvin Plattenhardt,1,bsc,fcn,fcn,GER,6,-999
bsc23,Marco Richter,1,bsc,fcaj,fca,GER,4,-999
bsc24,Jessic Ngankam,1,bsc,bscj,bsc,GER,1,-999
bsc27,Kevin Prince Boateng,1,bsc,bscj,bsc,GER,7,-999
bsc29,Lucas Tousart,1,bsc,vafc,vafc,GER,7,-999
bsc3,Augustin Rogel,1,bsc,naci,naci,GER,2,-999
bsc31,Marton Dardai,1,bsc,bscj,bsc,GER,3,-999
bsc34,Ivan Sunjic,1,bsc,zag,zag,GER,3,-999
bsc39,Derry Scherhant,1,bsc,bscj,bsc,GER,1,-999
bsc40,Chidera Ejuke,1,bsc,suco,gomb,GER,4,-999
bsc42,Julian Eitschberger,1,bsc,bscj,bsc,GER,1,-999
bsc5,Filip Uremovic,1,bsc,cib,cib,GER,3,-999
bsc6,Tolga Cigerci,1,bsc,wobj,wob,GER,2,-999
bsc7,Florian Niederlechner,1,bsc,eber,uha,GER,4,-999
bsc8,Suat Serdar,1,bsc,fsvj,fsv,GER,7,-999
bscj,Hertha BSC Jugend,2,bscj,bscj,bscj,GER,-999,2
burg,Wacker Burghausen,2,burg,burg,burg,GER,-999,-999
bvb,Borussia Dortmund,2,bvb,bvb,bvb,GER,-999,1
bvb1,Gregor Kobel,1,bvb,gcz,tsg,GER,7,-999
bvb11,Marco Reus,1,bvb,rwa,rwa,GER,10,-999
bvb13,Raphael Guerreiro,1,bvb,caen,caen,GER,9,-999
bvb14,Nico Schulz,1,bvb,bscj,bsc,GER,7,-999
bvb15,Mats Hummels,1,bvb,fcbj,bvb,GER,11,-999
bvb17,Marius Wolf,1,bvb,mu60,mu60,GER,4,-999
bvb18,Youssoufa Moukoko,1,bvb,bvbj,bvb,GER,8,-999
bvb19,Julian Brandt,1,bvb,wobj,lev,GER,10,-999
bvb2,Mateu Morey,1,bvb,bar,bvb,GER,3,-999
bvb20,Anthony Modeste,1,bvb,niz,niz,GER,6,-999
bvb21,Donyell Malen,1,bvb,ars,psv,GER,8,-999
bvb22,Jude Bellingham,1,bvb,bir,bir,GER,12,-999
bvb23,Emre Can,1,bvb,fcbj,fcb,GER,9,-999
bvb24,Thomas Meunier,1,bvb,rev,rev,GER,9,-999
bvb25,Niklas Suele,1,bvb,tsgj,tsg,GER,11,-999
bvb26,Julian Ryerson,1,bvb,vik,vik,GER,3,-999
bvb27,Karim Adeyemi,1,bvb,uha,rbs,GER,9,-999
bvb30,Felix Passlack,1,bvb,bvbj,bvb,GER,2,-999
bvb33,Alexander Meyer,1,bvb,hsv,cott,GER,1,-999
bvb35,Marcel Lotka,1,bvb,levj,bsc,GER,1,-999
bvb36,Tom Rothe,1,bvb,bvbj,bvb,GER,2,-999
bvb4,Nico Schlotterbeck,1,bvb,scfj,scf,GER,9,-999
bvb43,Jamie Bynoe Gittens,1,bvb,bvbj,bvb,GER,4,-999
bvb47,Antonios Papadopoulos,1,bvb,vfra,vfra,GER,1,-999
bvb6,Salih Oezcan,1,bvb,koej,koe,GER,6,-999
bvb7,Giovanni Reyna,1,bvb,nyfc,bvb,GER,10,-999
bvb8,Mahmoud Dahoud,1,bvb,bmgj,bmg,GER,6,-999
bvb9,Sebastien Haller,1,bvb,aux,aux,GER,10,-999
bvbj,Borussia Dortmund Jugend,2,bvbj,bvbj,bvbj,GER,-999,2
cac,CA Colon,2,cac,cac,cac,ARG,-999,-999
caen,SM Caen,2,caen,caen,caen,FRA,-999,-999
cal,Deportivo Cali,2,cal,cal,cal,ESP,-999,-999
cco,Central Coast,2,cco,cco,cco,AUS,-999,-999
cel,Celtic Glasgow,2,cel,cel,cel,SCO,-999,-999
cerc,Cercle Bruegge,2,cerc,cerc,cerc,BEL,-999,-999
cfc,Chelsea London,2,cfc,cfc,cfc,ENG,-999,-999
cib,Cibalia,2,cib,cib,cib,CRO,-999,-999
cob,Cobreloa,2,cob,cob,cob,CHI,-999,-999
cott,Energie Cottbus,2,cott,cott,cott,GER,-999,-999
crot,FC Crotone,2,crot,crot,crot,ITA,-999,-999
cuk,FK Cukaricki,2,cuk,cuk,cuk,SRB,-999,-999
czj,FC Carl Zeiss Jena,2,czj,czj,czj,GER,-999,-999
dcu,DC United,2,dcu,dcu,dcu,USA,-999,-999
der,Derby County,2,der,der,der,ENG,-999,-999
dre,Dynamo Dresden,2,dre,dre,dre,GER,-999,-999
dubn,FK Dubnica,2,dubn,dubn,dubn,SVK,-999,-999
duis,MSV Duisburg,2,duis,duis,duis,GER,-999,-999
eber,TSV Ebersberg,2,eber,eber,eber,GER,-999,-999
ebs,Eintracht Braunschweig,2,ebs,ebs,ebs,GER,-999,-999
espb,Espanyol Barcelona,2,espb,espb,espb,ESP,-999,-999
eve,FC Everton,2,eve,eve,eve,ENG,-999,-999
fca,FC Augsburg,2,fca,fca,fca,GER,-999,1
fca1,Rafal Gikiewicz,1,fca,ols,wig,GER,1,-999
fca10,Arne Maier,1,fca,bscj,bsc,GER,7,-999
fca11,Mergim Berisha,1,fca,rbs,rbs,GER,4,-999
fca13,Elvis Rexhbecaj,1,fca,wobj,wob,GER,4,-999
fca14,Julian Baumgartlinger,1,fca,mu60,mu60,GER,3,-999
fca16,Ruben Vargas,1,fca,luz,luz,GER,5,-999
fca17,Noah Sarenren Bazee,1,fca,han,han,GER,1,-999
fca19,Felix Udokhai,1,fca,mu60,mu60,GER,6,-999
fca2,Robert Gumny,1,fca,lech,lech,GER,2,-999
fca20,Daniel Caligiuri,1,fca,scfj,scf,GER,3,-999
fca22,Iago,1,fca,inte,inte,GER,3,-999
fca23,Maximilian Bauer,1,fca,fur,fur,GER,2,-999
fca24,Fredrik Jensen,1,fca,twen,twen,GER,2,-999
fca27,Arne Engels,1,fca,brue,brue,GER,1,-999
fca28,Andre Hahn,1,fca,hsv,off,GER,4,-999
fca3,Mads Pedersen,1,fca,fcno,fcno,GER,2,-999
fca30,Niklas Dorsch,1,fca,fcbj,fcb,GER,4,-999
fca38,David Colina,1,fca,asm,spli,GER,1,-999
fca39,Benjamin Leneis,1,fca,fcaj,fca,GER,1,-999
fca4,Reece Oxford,1,fca,whu,whu,GER,5,-999
fca40,Tomas Koubek,1,fca,kral,kral,GER,3,-999
fca42,Aaron Zehnter,1,fca,fcaj,fca,GER,1,-999
fca45,Kelvin Yeboah,1,fca,goz,graz,GER,3,-999
fca48,Irvin Cardona,1,fca,asm,cerc,GER,4,-999
fca5,Tobias Strobl,1,fca,mu60,koe,GER,4,-999
fca6,Jeffrey Gouweleeuw,1,fca,hee,hee,GER,5,-999
fca7,Dion Beljo,1,fca,cib,cib,GER,3,-999
fca8,Renato Veiga,1,fca,spo,fca,GER,1,-999
fca9,Ermedin Demirovic,1,fca,rblj,ala,GER,5,-999
fcaj,FC Augsburg Jugend,2,fcaj,fcaj,fcaj,GER,-999,2
fcb,FC Bayern München,2,fcb,fcb,fcb,GER,-999,1
fcb1,Manuel Neuer,1,fcb,gelj,gel,GER,10,-999
fcb10,Leroy Sane,1,fcb,gelj,gel,GER,12,-999
fcb11,Kingsley Coman,1,fcb,psg,psg,GER,12,-999
fcb13,Eric Maxim Choupo Moting,1,fcb,hsv,hsv,GER,4,-999
fcb14,Paul Wanner,1,fcb,fcb,fcb,GER,2,-999
fcb17,Sadio Mane,1,fcb,foot,foot,GER,12,-999
fcb19,Alphonso Davies,1,fcb,vanw,vanw,GER,12,-999
fcb2,Dayot Upamecano,1,fcb,vafc,rbs,GER,11,-999
fcb20,Bouna Sarr,1,fcb,met,met,GER,4,-999
fcb21,Lucas Hernandez,1,fcb,atm,atm,GER,12,-999
fcb22,Joao Cancelo,1,fcb,ben,ben,GER,12,-999
fcb23,Daley Blind,1,fcb,aja,aja,GER,7,-999
fcb25,Thomas Mueller,1,fcb,fcbj,fcb,GER,12,-999
fcb26,Sven Ulreich,1,fcb,vfbj,vfb,GER,4,-999
fcb27,Yann Sommer,1,fcb,bas,bas,GER,5,-999
fcb38,Ryan Gravenberch,1,fcb,aja,aja,GER,9,-999
fcb39,Mathys Tel,1,fcb,ren,ren,GER,6,-999
fcb4,Mathijs de Ligt,1,fcb,aja,aja,GER,12,-999
fcb40,Noussair Mazraoui,1,fcb,aja,aja,GER,8,-999
fcb42,Jamal Musiala,1,fcb,fcbj,fcb,GER,12,-999
fcb44,Josip Stanisic,1,fcb,fcbj,fcb,GER,4,-999
fcb5,Benjamin Pavard,1,fcb,lil,lil,GER,10,-999
fcb6,Joshua Kimmich,1,fcb,vfbj,rbl,GER,12,-999
fcb7,Serge Gnabry,1,fcb,ars,ars,GER,12,-999
fcb8,Leon Goretzka,1,fcb,bocj,boc,GER,12,-999
fcbj,FC Bayern Jugend,2,fcbj,fcbj,fcbj,GER,-999,2
fcc,FC Cannes,2,fcc,fcc,fcc,FRA,-999,-999
fck,1 FC Kaiserslautern,2,fck,fck,fck,GER,-999,-999
fcm,FC Magdeburg,2,fcm,fcm,fcm,GER,-999,-999
fcn,1 FC Nuernberg,2,fcn,fcn,fcn,GER,-999,-999
fcno,FC Nordsjaelland,2,fcno,fcno,fcno,DEN,-999,-999
fcsi,FC Sion,2,fcsi,fcsi,fcsi,SUI,-999,-999
fcu,1 FC Union Berlin,2,fcu,fcu,fcu,GER,-999,1
fcu1,Frederik Roennow,1,fcu,hors,hors,GER,2,-999
fcu11,Sven Michel,1,fcu,nied,cott,GER,1,-999
fcu13,Andras Schaefer,1,fcu,mtk,mtk,GER,2,-999
fcu14,Paul Seguin,1,fcu,wobj,wob,GER,1,-999
fcu16,Tim Maciejewski,1,fcu,fcuj,fcu,GER,1,-999
fcu17,Kevin Behrens,1,fcu,svwj,aaa,GER,1,-999
fcu18,Josip Juranovic,1,fcu,nkd,spli,GER,4,-999
fcu19,Jannik Haberer,1,fcu,uha,uha,GER,4,-999
fcu2,Morten Thorsby,1,fcu,stab,stab,GER,3,-999
fcu20,Aissa Laidouni,1,fcu,asco,fcv,GER,2,-999
fcu23,Niko Giesselmann,1,fcu,han,han,GER,2,-999
fcu25,Timo Baumgartl,1,fcu,vfbj,vfb,GER,5,-999
fcu26,Jerome Rousillon,1,fcu,soc,soc,GER,6,-999
fcu27,Sheraldo Becker,1,fcu,aja,aja,GER,5,-999
fcu28,Christopher Trimmel,1,fcu,hori,rwie,GER,1,-999
fcu3,Paul Jaeckel,1,fcu,wobj,wob,GER,3,-999
fcu30,Kevin Moehwald,1,fcu,rwer,rwer,GER,2,-999
fcu31,Robin Knoche,1,fcu,wobj,wob,GER,5,-999
fcu32,Milos Pantovic,1,fcu,fcbj,boc,GER,1,-999
fcu37,Lennart Grill,1,fcu,fck,fck,GER,1,-999
fcu4,Diogo Leite,1,fcu,prt,prt,GER,4,-999
fcu40,Jamie Leweling,1,fcu,fur,fur,GER,2,-999
fcu45,Jordan Siebatcheu,1,fcu,reim,reim,GER,4,-999
fcu5,Danilho Doekhi,1,fcu,aja,vit,GER,2,-999
fcu7,Levin Oeztunali,1,fcu,hsv,lev,GER,3,-999
fcu8,Rani Khedira,1,fcu,vfbj,vfb,GER,4,-999
fcuj,Union Berlin Jugend,2,fcuj,fcuj,fcuj,GER,-999,2
fcv,FC Voluntari,2,fcv,fcv,fcv,ROM,-999,-999
fcz,FC Zuerich,2,fcz,fcz,fcz,SUI,-999,-999
fen,Fenerbahce Istanbul,2,fen,fen,fen,TUR,-999,-999
feye,Feyenoord Rotterdam,2,feye,feye,feye,NED,-999,-999
fhs,Fujieda Highschool,2,fhs,fhs,fhs,JAP,-999,-999
foot,Generation Foot,2,foot,foot,foot,SEN,-999,-999
for,Fortuna Duesseldorf,2,for,for,for,GER,-999,-999
fsv,FSV Mainz 05,2,fsv,fsv,fsv,GER,-999,1
fsv1,Finn Dahmen,1,fsv,fsvj,fsv,GER,1,-999
fsv11,Marcus Ingvartsen,1,fsv,fcno,fcno,GER,2,-999
fsv16,Stefan Bell,1,fsv,fsvj,fsv,GER,3,-999
fsv17,Ludovic Ajourque,1,fsv,asco,asco,GER,6,-999
fsv19,Anthony Caci,1,fsv,stra,stra,GER,3,-999
fsv20,Edmilson Fernandes,1,fsv,fcsi,fcsi,GER,4,-999
fsv21,Danny da Costa,1,fsv,levj,lev,GER,5,-999
fsv25,Andreas Hanche Olsen,1,fsv,stab,stab,GER,2,-999
fsv27,Robin Zentner,1,fsv,fsvj,fsv,GER,2,-999
fsv29,Jonathan Burkardt,1,fsv,fsvj,hol,GER,6,-999
fsv3,Aaron Martin,1,fsv,espb,espb,GER,6,-999
fsv30,Silvan Widmer,1,fsv,aar,aar,GER,4,-999
fsv31,Dominik Kohr,1,fsv,levj,lev,GER,4,-999
fsv36,Marlon Mustapha,1,fsv,fsvj,adm,GER,1,-999
fsv37,Delano Burgzorg,1,fsv,graa,graa,GER,1,-999
fsv4,Aymen Barkok,1,fsv,sgej,sge,GER,2,-999
fsv42,Alexander Hack,1,fsv,mu60,fsv,GER,2,-999
fsv43,Brajan Gruda,1,fsv,fsvj,fsv,GER,1,-999
fsv44,Nelson Weiper,1,fsv,fsvj,fsv,GER,1,-999
fsv5,Maxim Leitsch,1,fsv,bocj,boc,GER,2,-999
fsv6,Anton Stach,1,fsv,osna,fur,GER,5,-999
fsv7,Jae Sung Lee,1,fsv,kun,jeon,GER,2,-999
fsv8,Leandro Barreiro,1,fsv,fsvj,fsv,GER,5,-999
fsv9,Karim Onisiwo,1,fsv,twl,fsv,GER,2,-999
fsvf,FSV Frankfurt,2,fsvf,fsvf,fsvf,GER,-999,-999
fsvj,FSV Mainz Jugend,2,fsvj,fsvj,fsvj,GER,-999,2
ful,FC Fulham,2,ful,ful,ful,ENG,-999,-999
fur,Greuther Fuerth,2,fur,fur,fur,GER,-999,-999
gala,Galatasaray Istanbul,2,gala,gala,gala,TUR,-999,-999
gamb,Gamba Osaka,2,gamb,gamb,gamb,JAP,-999,-999
gcz,Grasshoppers Zuerich,2,gcz,gcz,gcz,SUI,-999,-999
gel,FC Schalke 04,2,gel,gel,gel,GER,-999,1
gel1,Ralf Faehrmann,1,gel,gelj,gel,GER,5,-999
gel10,Rodrigo Zalazar,1,gel,mala,kiel,GER,2,-999
gel11,Marius Buelter,1,gel,muns,fcm,GER,2,-999
gel13,Alexander Schwolow,1,gel,scfj,scf,GER,4,-999
gel15,Timothee Kolodziejczak,1,gel,len,ol,GER,3,-999
gel18,Jere Uronen,1,gel,tps,tps,GER,2,-999
gel19,Kenan Karaman,1,gel,tsgj,tsg,GER,2,-999
gel2,Thomas Ouwejan,1,gel,alk,alk,GER,2,-999
gel20,Tim Skarke,1,gel,heid,heid,GER,1,-999
gel21,Niklas Tauer,1,gel,fsvj,fsv,GER,1,-999
gel23,Mehmet Aydin,1,gel,gelj,gel,GER,2,-999
gel24,Dominick Drexler,1,gel,levj,rwer,GER,2,-999
gel25,Moritz Jenz,1,gel,ful,lau,GER,2,-999
gel26,Michael Frey,1,gel,ybb,ybb,GER,3,-999
gel27,Cedric Brunner,1,gel,fcz,fcz,GER,2,-999
gel29,Tobias Mohr,1,gel,aaa,fur,GER,1,-999
gel3,Leo Greiml,1,gel,stpo,rwie,GER,2,-999
gel30,Alex Kral,1,gel,slpr,tep,GER,4,-999
gel33,Eder Balanta,1,gel,rivp,rivp,GER,3,-999
gel34,Michael Langer,1,gel,vfbj,vfb,GER,1,-999
gel35,Marcin Kaminski,1,gel,lech,lech,GER,2,-999
gel37,Andreas Ivan,1,gel,stk,stk,GER,1,-999
gel38,Siochiro Kozuki,1,gel,sang,sang,GER,1,-999
gel4,Maya Yoshida,1,gel,nag,nag,GER,3,-999
gel40,Sebastian Polter,1,gel,wobj,wob,GER,1,-999
gel41,Henning Matriciani,1,gel,lipp,gel,GER,1,-999
gel5,Sepp van den Berg,1,gel,zwo,zwo,GER,3,-999
gel6,Tom Krauss,1,gel,rblj,rbl,GER,3,-999
gel8,Danny Latza,1,gel,gelj,gel,GER,3,-999
gel9,Simon Terodde,1,gel,duis,duis,GER,2,-999
gelj,FC Schalke 04 Jugend,2,gelj,gelj,gelj,GER,-999,2
gomb,Gombe United,2,gomb,gomb,gomb,NIG,-999,-999
goz,Gozzano,2,goz,goz,goz,ITA,-999,-999
graa,De Graafschap Doetinchem,2,graa,graa,graa,NED,-999,-999
gran,FC Granada,2,gran,gran,gran,ESP,-999,-999
graz,Sturm Graz,2,graz,graz,graz,AUT,-999,-999
gui,Vittoria Guimaraes,2,gui,gui,gui,POR,-999,-999
habi,VfB Habinghorst,2,habi,habi,habi,GER,-999,-999
han,Hannover 96,2,han,han,han,GER,-999,-999
have,TSV Havelse,2,have,have,have,GER,-999,-999
hee,SC Heerenveen,2,hee,hee,hee,NED,-999,-999
heid,1 FC Heidenheim,2,heid,heid,heid,GER,-999,-999
hern,Westfalia Herne,2,hern,hern,hern,GER,-999,-999
hfc,Hallescher FC,2,hfc,hfc,hfc,GER,-999,-999
hhs,Higashiyama Highschool,2,hhs,hhs,hhs,JAP,-999,-999
hif,Hammarby IF,2,hif,hif,hif,SWE,-999,-999
hoed,IL Hoedd,2,hoed,hoed,hoed,NOR,-999,-999
hol,Holstein Kiel,2,hol,hol,hol,GER,-999,-999
hori,ASK Horitschon,2,hori,hori,hori,AUT,-999,-999
hors,AC Horsens,2,hors,hors,hors,DEN,-999,-999
hro,Hansa Rostock,2,hro,hro,hro,GER,-999,-999
hsv,Hamburger SV,2,hsv,hsv,hsv,GER,-999,-999
hull,Hull City FC,2,hull,hull,hull,ENG,-999,-999
ind,Indepidiente del Valle,2,ind,ind,ind,ECU,-999,-999
inte,Internacional Porto Alegre,2,inte,inte,inte,BRA,-999,-999
iwa,Jubilo Iwata,2,iwa,iwa,iwa,JAP,-999,-999
jeon,Jeonbuk Hyundai Motors FC,2,jeon,jeon,jeon,KOR,-999,-999
kaw,Kawasaki Frontale,2,kaw,kaw,kaw,JAP,-999,-999
kaz,Rubin Kazan,2,kaz,kaz,kaz,RUS,-999,-999
kiel,Korona Kielce,2,kiel,kiel,kiel,POL,-999,-999
kirc,VfL Kirchheim,2,kirc,kirc,kirc,GER,-999,-999
koe,1. FC Koeln,2,koe,koe,koe,GER,-999,1
koe1,Timo Horn,1,koe,koej,koe,GER,5,-999
koe11,Florian Kainz,1,koe,graz,graz,GER,2,-999
koe13,Marc Uth,1,koe,koej,hee,GER,7,-999
koe14,Jonas Hector,1,koe,auer,koe,GER,6,-999
koe15,Luca Kilian,1,koe,bvbj,scp,GER,2,-999
koe17,Kingsley Schindler,1,koe,han,hol,GER,2,-999
koe19,Dimitrios Limnios,1,koe,atro,atro,GER,2,-999
koe2,Benno Schmitz,1,koe,fcbj,rbs,GER,2,-999
koe20,Marvin Schwaebe,1,koe,sgej,osna,GER,2,-999
koe21,Steffen Tigges,1,koe,osna,osna,GER,2,-999
koe23,Sargis Adamyan,1,koe,hro,hro,GER,2,-999
koe24,Julian Chabot,1,koe,rblj,rot,GER,1,-999
koe25,Tim Lemperle,1,koe,koej,koe,GER,1,-999
koe27,Davie Selke,1,koe,svwj,svw,GER,6,-999
koe28,Ellyes Skhiri,1,koe,mont,mont,GER,5,-999
koe29,Jan Thielmann,1,koe,koej,koe,GER,4,-999
koe3,Kristian Pedersen,1,koe,beif,fcu,GER,2,-999
koe33,Florian Dietz,1,koe,czj,koe,GER,1,-999
koe37,Linton Mai,1,koe,han,han,GER,4,-999
koe4,Timo Huebers,1,koe,han,han,GER,3,-999
koe47,Mathias Olesen,1,koe,koej,koe,GER,1,-999
koe48,Justin Diehl,1,koe,koej,koe,GER,1,-999
koe5,Nikola Soldo,1,koe,zapr,zapr,GER,1,-999
koe6,Eric Martel,1,koe,rblj,rbl,GER,2,-999
koe7,Dejan Ljubicic,1,koe,rwie,rwie,GER,4,-999
koe8,Denis Huseinbasic,1,koe,off,off,GER,1,-999
koe9,Sebastian Andersson,1,koe,ange,ange,GER,3,-999
koej,1 FC Koeln Jugend,2,koej,koej,koej,GER,-999,2
kop,FC Kopenhagen,2,kop,kop,kop,DEN,-999,-999
kral,Hradec Kralove,2,kral,kral,kral,CZE,-999,-999
krc,KRC Genk,2,krc,krc,krc,BEL,-999,-999
ksc,Karlsruher SC,2,ksc,ksc,ksc,GER,-999,-999
kun,Korea University,2,kun,kun,kun,KOR,-999,-999
lau,FC Lausanne,2,lau,lau,lau,SUI,-999,-999
lech,Lech Posen,2,lech,lech,lech,POL,-999,-999
leix,Leixoes SC,2,leix,leix,leix,POR,-999,-999
len,RC Lens,2,len,len,len,FRA,-999,-999
lev,Bayer 04 Leverkusen,2,lev,lev,lev,GER,-999,1
lev1,Lukas Hradecky,1,lev,tps,tps,GER,5,-999
lev10,Kerem Demirbay,1,lev,bvbj,hsv,GER,9,-999
lev11,Nadiem Amiri,1,lev,tsgj,tsg,GER,7,-999
lev12,Edmond Tapsoba,1,lev,leix,gui,GER,9,-999
lev14,Patrik Schick,1,lev,spra,spra,GER,10,-999
lev17,Callum Hudson Odoi,1,lev,cfc,cfc,GER,9,-999
